"","tournamentType","tournament","location","date","outdoor","surface","priceMoneyTotal","round","rankOpponent","opponent","opponentLink","win","score","eventPoints","rank","priceMoney"
"125","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2018.08.13 - 2018.08.19","O","Hard","$5,669,360","Round of 64",NA,"Bye",NA,"","","600","2","$533,690"
"126","Grand Slam","Wimbledon","London, Great Britain","2018.07.02 - 2018.07.15","O","Grass","£15,982,000","Quarter-Finals","8","Kevin Anderson","/en/players/kevin-anderson/a678/","L","62 765 57 46 11-13","360","2","£281,000"
"127","Grand Slam","Wimbledon","London, Great Britain","2018.07.02 - 2018.07.15","O","Grass","£15,982,000","Round of 16","26","Adrian Mannarino","/en/players/adrian-mannarino/me82/","W","60 75 64","360","2","£281,000"
"128","Grand Slam","Wimbledon","London, Great Britain","2018.07.02 - 2018.07.15","O","Grass","£15,982,000","Round of 32","64","Jan-Lennard Struff","/en/players/jan-lennard-struff/sl28/","W","63 75 62","360","2","£281,000"
"129","Grand Slam","Wimbledon","London, Great Britain","2018.07.02 - 2018.07.15","O","Grass","£15,982,000","Round of 64","73","Lukas Lacko","/en/players/lukas-lacko/l797/","W","64 64 61","360","2","£281,000"
"130","Grand Slam","Wimbledon","London, Great Britain","2018.07.02 - 2018.07.15","O","Grass","£15,982,000","Round of 128","58","Dusan Lajovic","/en/players/dusan-lajovic/l987/","W","61 63 64","360","2","£281,000"
"131","ATP 500","Halle","Halle, Germany","2018.06.18 - 2018.06.24","O","Grass","€1,983,595","Finals","34","Borna Coric","/en/players/borna-coric/cg80/","L","676 63 26","300","1","€209,630"
"132","ATP 500","Halle","Halle, Germany","2018.06.18 - 2018.06.24","O","Grass","€1,983,595","Semi-Finals","109","Denis Kudla","/en/players/denis-kudla/kb09/","W","761 75","300","1","€209,630"
"133","ATP 500","Halle","Halle, Germany","2018.06.18 - 2018.06.24","O","Grass","€1,983,595","Quarter-Finals","60","Matthew Ebden","/en/players/matthew-ebden/e690/","W","762 75","300","1","€209,630"
"134","ATP 500","Halle","Halle, Germany","2018.06.18 - 2018.06.24","O","Grass","€1,983,595","Round of 16","48","Benoit Paire","/en/players/benoit-paire/pd31/","W","63 36 767","300","1","€209,630"
"135","ATP 500","Halle","Halle, Germany","2018.06.18 - 2018.06.24","O","Grass","€1,983,595","Round of 32","72","Aljaz Bedene","/en/players/aljaz-bedene/bh09/","W","63 64","300","1","€209,630"
"136","ATP 250","Stuttgart","Stuttgart, Germany","2018.06.11 - 2018.06.17","O","Grass","€656,015","Finals","35","Milos Raonic","/en/players/milos-raonic/r975/","W","64 763","250","2","€117,030"
"137","ATP 250","Stuttgart","Stuttgart, Germany","2018.06.11 - 2018.06.17","O","Grass","€656,015","Semi-Finals","24","Nick Kyrgios","/en/players/nick-kyrgios/ke17/","W","672 62 765","250","2","€117,030"
"138","ATP 250","Stuttgart","Stuttgart, Germany","2018.06.11 - 2018.06.17","O","Grass","€656,015","Quarter-Finals","75","Guido Pella","/en/players/guido-pella/pc11/","W","64 64","250","2","€117,030"
"139","ATP 250","Stuttgart","Stuttgart, Germany","2018.06.11 - 2018.06.17","O","Grass","€656,015","Round of 16","54","Mischa Zverev","/en/players/mischa-zverev/z168/","W","36 64 62","250","2","€117,030"
"140","ATP 250","Stuttgart","Stuttgart, Germany","2018.06.11 - 2018.06.17","O","Grass","€656,015","Round of 32",NA,"Bye",NA,"","","250","2","€117,030"
"141","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2018.03.19 - 2018.04.01","O","Hard","$7,972,535","Round of 64","175","Thanasi Kokkinakis","/en/players/thanasi-kokkinakis/kd46/","L","63 36 674","10","1","$25,465"
"142","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2018.03.19 - 2018.04.01","O","Hard","$7,972,535","Round of 128",NA,"Bye",NA,"","","10","1","$25,465"
"143","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2018.03.05 - 2018.03.18","O","Hard","$7,972,535","Finals","8","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","L","46 768 672","600","1","$654,380"
"144","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2018.03.05 - 2018.03.18","O","Hard","$7,972,535","Semi-Finals","49","Borna Coric","/en/players/borna-coric/cg80/","W","57 64 64","600","1","$654,380"
"145","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2018.03.05 - 2018.03.18","O","Hard","$7,972,535","Quarter-Finals","26","Hyeon Chung","/en/players/hyeon-chung/ch27/","W","75 61","600","1","$654,380"
"146","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2018.03.05 - 2018.03.18","O","Hard","$7,972,535","Round of 16","100","Jeremy Chardy","/en/players/jeremy-chardy/ca12/","W","75 64","600","1","$654,380"
"147","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2018.03.05 - 2018.03.18","O","Hard","$7,972,535","Round of 32","28","Filip Krajinovic","/en/players/filip-krajinovic/kb05/","W","62 61","600","1","$654,380"
"148","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2018.03.05 - 2018.03.18","O","Hard","$7,972,535","Round of 64","67","Federico Delbonis","/en/players/federico-delbonis/d874/","W","63 766","600","1","$654,380"
"149","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2018.03.05 - 2018.03.18","O","Hard","$7,972,535","Round of 128",NA,"Bye",NA,"","","600","1","$654,380"
"150","ATP 500","Rotterdam","Rotterdam, Netherlands","2018.02.12 - 2018.02.18","I","Hard","€1,862,925","Finals","5","Grigor Dimitrov","/en/players/grigor-dimitrov/d875/","W","62 62","500","2","€401,580"
"151","ATP 500","Rotterdam","Rotterdam, Netherlands","2018.02.12 - 2018.02.18","I","Hard","€1,862,925","Semi-Finals","81","Andreas Seppi","/en/players/andreas-seppi/sa93/","W","63 763","500","2","€401,580"
"152","ATP 500","Rotterdam","Rotterdam, Netherlands","2018.02.12 - 2018.02.18","I","Hard","€1,862,925","Quarter-Finals","42","Robin Haase","/en/players/robin-haase/h756/","W","46 61 61","500","2","€401,580"
"153","ATP 500","Rotterdam","Rotterdam, Netherlands","2018.02.12 - 2018.02.18","I","Hard","€1,862,925","Round of 16","36","Philipp Kohlschreiber","/en/players/philipp-kohlschreiber/k435/","W","768 75","500","2","€401,580"
"154","ATP 500","Rotterdam","Rotterdam, Netherlands","2018.02.12 - 2018.02.18","I","Hard","€1,862,925","Round of 32","116","Ruben Bemelmans","/en/players/ruben-bemelmans/be54/","W","61 62","500","2","€401,580"
"155","Grand Slam","Australian Open","Melbourne, Australia","2018.01.15 - 2018.01.28","O","Hard","A$25,096,000","Finals","6","Marin Cilic","/en/players/marin-cilic/c977/","W","62 675 63 36 61","2000","2","A$4,000,000"
"156","Grand Slam","Australian Open","Melbourne, Australia","2018.01.15 - 2018.01.28","O","Hard","A$25,096,000","Semi-Finals","58","Hyeon Chung","/en/players/hyeon-chung/ch27/","W","61 52 (RET)","2000","2","A$4,000,000"
"157","Grand Slam","Australian Open","Melbourne, Australia","2018.01.15 - 2018.01.28","O","Hard","A$25,096,000","Quarter-Finals","20","Tomas Berdych","/en/players/tomas-berdych/ba47/","W","761 63 64","2000","2","A$4,000,000"
"158","Grand Slam","Australian Open","Melbourne, Australia","2018.01.15 - 2018.01.28","O","Hard","A$25,096,000","Round of 16","80","Marton Fucsovics","/en/players/marton-fucsovics/f724/","W","64 763 62","2000","2","A$4,000,000"
"159","Grand Slam","Australian Open","Melbourne, Australia","2018.01.15 - 2018.01.28","O","Hard","A$25,096,000","Round of 32","31","Richard Gasquet","/en/players/richard-gasquet/g628/","W","62 75 64","2000","2","A$4,000,000"
"160","Grand Slam","Australian Open","Melbourne, Australia","2018.01.15 - 2018.01.28","O","Hard","A$25,096,000","Round of 64","55","Jan-Lennard Struff","/en/players/jan-lennard-struff/sl28/","W","64 64 764","2000","2","A$4,000,000"
"161","Grand Slam","Australian Open","Melbourne, Australia","2018.01.15 - 2018.01.28","O","Hard","A$25,096,000","Round of 128","51","Aljaz Bedene","/en/players/aljaz-bedene/bh09/","W","63 64 63","2000","2","A$4,000,000"
"162","Nitto ATP Finals","Nitto ATP Finals","London, Great Britain","2017.11.13 - 2017.11.19","I","Hard","$8,000,000","Semi-Finals","8","David Goffin","/en/players/david-goffin/gb88/","L","62 36 46","600","2","$764,000"
"163","Nitto ATP Finals","Nitto ATP Finals","London, Great Britain","2017.11.13 - 2017.11.19","I","Hard","$8,000,000","Round Robin","5","Marin Cilic","/en/players/marin-cilic/c977/","W","675 64 61","600","2","$764,000"
"164","Nitto ATP Finals","Nitto ATP Finals","London, Great Britain","2017.11.13 - 2017.11.19","I","Hard","$8,000,000","Round Robin","3","Alexander Zverev","/en/players/alexander-zverev/z355/","W","766 57 61","600","2","$764,000"
"165","Nitto ATP Finals","Nitto ATP Finals","London, Great Britain","2017.11.13 - 2017.11.19","I","Hard","$8,000,000","Round Robin","9","Jack Sock","/en/players/jack-sock/sm25/","W","64 764","600","2","$764,000"
"166","ATP 500","Basel","Basel, Switzerland","2017.10.23 - 2017.10.29","I","Hard","€1,837,425","Finals","19","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","W","675 64 63","500","2","€395,850"
"167","ATP 500","Basel","Basel, Switzerland","2017.10.23 - 2017.10.29","I","Hard","€1,837,425","Semi-Finals","10","David Goffin","/en/players/david-goffin/gb88/","W","61 62","500","2","€395,850"
"168","ATP 500","Basel","Basel, Switzerland","2017.10.23 - 2017.10.29","I","Hard","€1,837,425","Quarter-Finals","28","Adrian Mannarino","/en/players/adrian-mannarino/me82/","W","46 61 63","500","2","€395,850"
"169","ATP 500","Basel","Basel, Switzerland","2017.10.23 - 2017.10.29","I","Hard","€1,837,425","Round of 16","40","Benoit Paire","/en/players/benoit-paire/pd31/","W","61 63","500","2","€395,850"
"170","ATP 500","Basel","Basel, Switzerland","2017.10.23 - 2017.10.29","I","Hard","€1,837,425","Round of 32","76","Frances Tiafoe","/en/players/frances-tiafoe/td51/","W","61 63","500","2","€395,850"
"171","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2017.10.09 - 2017.10.15","O","Hard","$5,924,890","Finals","1","Rafael Nadal","/en/players/rafael-nadal/n409/","W","64 63","1000","2","$1,136,850"
"172","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2017.10.09 - 2017.10.15","O","Hard","$5,924,890","Semi-Finals","23","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","W","36 63 63","1000","2","$1,136,850"
"173","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2017.10.09 - 2017.10.15","O","Hard","$5,924,890","Quarter-Finals","31","Richard Gasquet","/en/players/richard-gasquet/g628/","W","75 64","1000","2","$1,136,850"
"174","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2017.10.09 - 2017.10.15","O","Hard","$5,924,890","Round of 16","41","Alexandr Dolgopolov","/en/players/alexandr-dolgopolov/d801/","W","64 62","1000","2","$1,136,850"
"175","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2017.10.09 - 2017.10.15","O","Hard","$5,924,890","Round of 32","26","Diego Schwartzman","/en/players/diego-schwartzman/sm37/","W","764 64","1000","2","$1,136,850"
"176","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2017.10.09 - 2017.10.15","O","Hard","$5,924,890","Round of 64",NA,"Bye",NA,"","","1000","2","$1,136,850"
"177","Laver Cup","Laver Cup","Prague, Czech Republic","2017.09.18 - 2017.09.24","I","Hard","","Round Robin","20","Nick Kyrgios","/en/players/nick-kyrgios/ke17/","W","46 766 109","0","2","$0"
"178","Laver Cup","Laver Cup","Prague, Czech Republic","2017.09.18 - 2017.09.24","I","Hard","","Round Robin","16","Sam Querrey","/en/players/sam-querrey/q927/","W","64 62","0","2","$0"
"179","Grand Slam","US Open","New York, NY, U.S.A.","2017.08.28 - 2017.09.10","O","Hard","$24,193,400","Quarter-Finals","28","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","L","57 63 678 46","360","3","$470,000"
"180","Grand Slam","US Open","New York, NY, U.S.A.","2017.08.28 - 2017.09.10","O","Hard","$24,193,400","Round of 16","37","Philipp Kohlschreiber","/en/players/philipp-kohlschreiber/k435/","W","64 62 75","360","3","$470,000"
"181","Grand Slam","US Open","New York, NY, U.S.A.","2017.08.28 - 2017.09.10","O","Hard","$24,193,400","Round of 32","35","Feliciano Lopez","/en/players/feliciano-lopez/l397/","W","63 63 75","360","3","$470,000"
"182","Grand Slam","US Open","New York, NY, U.S.A.","2017.08.28 - 2017.09.10","O","Hard","$24,193,400","Round of 64","101","Mikhail Youzhny","/en/players/mikhail-youzhny/y061/","W","61 673 46 64 62","360","3","$470,000"
"183","Grand Slam","US Open","New York, NY, U.S.A.","2017.08.28 - 2017.09.10","O","Hard","$24,193,400","Round of 128","70","Frances Tiafoe","/en/players/frances-tiafoe/td51/","W","46 62 61 16 64","360","3","$470,000"
"184","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2017.08.07 - 2017.08.13","O","Hard","$4,662,300","Finals","8","Alexander Zverev","/en/players/alexander-zverev/z355/","L","36 46","600","3","$438,635"
"185","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2017.08.07 - 2017.08.13","O","Hard","$4,662,300","Semi-Finals","52","Robin Haase","/en/players/robin-haase/h756/","W","63 765","600","3","$438,635"
"186","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2017.08.07 - 2017.08.13","O","Hard","$4,662,300","Quarter-Finals","16","Roberto Bautista Agut","/en/players/roberto-bautista-agut/bd06/","W","64 64","600","3","$438,635"
"187","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2017.08.07 - 2017.08.13","O","Hard","$4,662,300","Round of 16","33","David Ferrer","/en/players/david-ferrer/f401/","W","46 64 62","600","3","$438,635"
"188","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2017.08.07 - 2017.08.13","O","Hard","$4,662,300","Round of 32","116","Peter Polansky","/en/players/peter-polansky/pb22/","W","62 61","600","3","$438,635"
"189","ATP Masters 1000","ATP Masters 1000 Canada","Montreal, Canada","2017.08.07 - 2017.08.13","O","Hard","$4,662,300","Round of 64",NA,"Bye",NA,"","","600","3","$438,635"
"190","Grand Slam","Wimbledon","London, Great Britain","2017.07.03 - 2017.07.16","O","Grass","£14,840,000","Finals","6","Marin Cilic","/en/players/marin-cilic/c977/","W","63 61 64","2000","5","£2,200,000"
"191","Grand Slam","Wimbledon","London, Great Britain","2017.07.03 - 2017.07.16","O","Grass","£14,840,000","Semi-Finals","15","Tomas Berdych","/en/players/tomas-berdych/ba47/","W","764 764 64","2000","5","£2,200,000"
"192","Grand Slam","Wimbledon","London, Great Britain","2017.07.03 - 2017.07.16","O","Grass","£14,840,000","Quarter-Finals","7","Milos Raonic","/en/players/milos-raonic/r975/","W","64 62 764","2000","5","£2,200,000"
"193","Grand Slam","Wimbledon","London, Great Britain","2017.07.03 - 2017.07.16","O","Grass","£14,840,000","Round of 16","11","Grigor Dimitrov","/en/players/grigor-dimitrov/d875/","W","64 62 64","2000","5","£2,200,000"
"194","Grand Slam","Wimbledon","London, Great Britain","2017.07.03 - 2017.07.16","O","Grass","£14,840,000","Round of 32","30","Mischa Zverev","/en/players/mischa-zverev/z168/","W","763 64 64","2000","5","£2,200,000"
"195","Grand Slam","Wimbledon","London, Great Britain","2017.07.03 - 2017.07.16","O","Grass","£14,840,000","Round of 64","79","Dusan Lajovic","/en/players/dusan-lajovic/l987/","W","76 63 62","2000","5","£2,200,000"
"196","Grand Slam","Wimbledon","London, Great Britain","2017.07.03 - 2017.07.16","O","Grass","£14,840,000","Round of 128","84","Alexandr Dolgopolov","/en/players/alexandr-dolgopolov/d801/","W","63 30 (RET)","2000","5","£2,200,000"
"197","ATP 500","Halle","Halle, Germany","2017.06.19 - 2017.06.25","O","Grass","€1,836,660","Finals","12","Alexander Zverev","/en/players/alexander-zverev/z355/","W","61 63","500","5","€395,690"
"198","ATP 500","Halle","Halle, Germany","2017.06.19 - 2017.06.25","O","Grass","€1,836,660","Semi-Finals","38","Karen Khachanov","/en/players/karen-khachanov/ke29/","W","64 765","500","5","€395,690"
"199","ATP 500","Halle","Halle, Germany","2017.06.19 - 2017.06.25","O","Grass","€1,836,660","Quarter-Finals","134","Florian Mayer","/en/players/florian-mayer/mb02/","W","63 64","500","5","€395,690"
"200","ATP 500","Halle","Halle, Germany","2017.06.19 - 2017.06.25","O","Grass","€1,836,660","Round of 16","29","Mischa Zverev","/en/players/mischa-zverev/z168/","W","764 64","500","5","€395,690"
"201","ATP 500","Halle","Halle, Germany","2017.06.19 - 2017.06.25","O","Grass","€1,836,660","Round of 32","66","Yuichi Sugita","/en/players/yuichi-sugita/se73/","W","63 61","500","5","€395,690"
"202","ATP 250","Stuttgart","Stuttgart, Germany","2017.06.12 - 2017.06.18","O","Grass","€630,785","Round of 16","302","Tommy Haas","/en/players/tommy-haas/h355/","L","62 678 46","0","5","€10,770"
"203","ATP 250","Stuttgart","Stuttgart, Germany","2017.06.12 - 2017.06.18","O","Grass","€630,785","Round of 32",NA,"Bye",NA,"","","0","5","€10,770"
"204","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2017.03.20 - 2017.04.02","O","Hard","$6,993,450","Finals","7","Rafael Nadal","/en/players/rafael-nadal/n409/","W","63 64","1000","6","$1,175,505"
"205","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2017.03.20 - 2017.04.02","O","Hard","$6,993,450","Semi-Finals","16","Nick Kyrgios","/en/players/nick-kyrgios/ke17/","W","769 679 765","1000","6","$1,175,505"
"206","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2017.03.20 - 2017.04.02","O","Hard","$6,993,450","Quarter-Finals","14","Tomas Berdych","/en/players/tomas-berdych/ba47/","W","62 36 766","1000","6","$1,175,505"
"207","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2017.03.20 - 2017.04.02","O","Hard","$6,993,450","Round of 16","18","Roberto Bautista Agut","/en/players/roberto-bautista-agut/bd06/","W","765 764","1000","6","$1,175,505"
"208","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2017.03.20 - 2017.04.02","O","Hard","$6,993,450","Round of 32","34","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","W","63 64","1000","6","$1,175,505"
"209","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2017.03.20 - 2017.04.02","O","Hard","$6,993,450","Round of 64","101","Frances Tiafoe","/en/players/frances-tiafoe/td51/","W","762 63","1000","6","$1,175,505"
"210","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2017.03.20 - 2017.04.02","O","Hard","$6,993,450","Round of 128",NA,"Bye",NA,"","","1000","6","$1,175,505"
"211","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2017.03.06 - 2017.03.19","O","Hard","$6,993,450","Finals","3","Stan Wawrinka","/en/players/stan-wawrinka/w367/","W","64 75","1000","10","$1,175,505"
